id sex pheno
0 0 -3.25792647372
1 0 -18.1679660911
2 0 -13.1419086158
3 0 1.59685068093
4 0 -14.7109845896
5 0 -12.8488196453
6 0 -11.2942339801
7 0 -16.2837436744
8 0 -10.167131873
9 0 1.08173282398
10 0 -19.487542255
11 0 -27.8676469174
12 0 -18.26350696
13 0 -10.5411448814
14 0 -18.498809181
15 0 -16.3475811468
16 0 -8.35826516691
17 0 -8.33955610222
18 0 -14.1560621731
19 0 -7.95069011346
20 0 -9.08853039132
21 0 -1.36337642611
22 0 -14.7617469482
23 0 -9.546188424
24 0 -16.1151522508
25 0 -19.6652842902
26 0 -14.1705931411
27 0 -8.44229247018
28 0 -15.0545000933
29 0 -4.5101047179
30 0 -4.74541259544
31 0 -22.9893725835
32 0 -10.6189429096
33 0 -8.09257083965
34 0 0.970310416063
35 0 -10.2082608436
36 0 -6.12472310599
37 0 -14.7440301607
38 0 1.1656743673
39 0 -9.9875136385
40 0 -25.6608119468
41 0 -16.0430127774
42 0 -9.14158532114
43 0 -9.63655192998
44 0 0.317275070691
45 0 -10.0496150293
46 0 -18.195745227
47 0 -22.1711798539
48 0 -15.881437642
49 0 -29.2874429128
50 0 -8.96309447063
51 0 -14.3836050506
52 0 -23.8702728299
53 0 -24.021361397
54 0 -4.16848284602
55 0 0.327642921281
56 0 -11.8300017268
57 0 -8.14678398497
58 0 -18.9368523829
59 0 -15.6969094626
60 0 -13.6112774635
61 0 -13.7644173424
62 0 -21.5612758722
63 0 -10.6508215889
64 0 -7.16321461812
65 0 -16.2592690004
66 0 -10.509304622
67 0 -13.5102751386
68 0 -17.2422455576
69 0 -13.5751252774
70 0 -18.8856728136
71 0 -13.4192150766
72 0 -11.2006965957
73 0 -18.8699404496
74 0 -12.6004645859
75 0 -14.9111282989
76 0 -18.4123675257
77 0 -1.74284069408
78 0 -14.3266681175
79 0 -11.6459664408
80 0 -12.4068474616
81 0 -4.96392424997
82 0 -17.2438680577
83 0 -11.4356595507
84 0 1.077998841
85 0 0.991636749596
86 0 -8.51478222346
87 0 -16.7083078594
88 0 -11.0196734442
89 0 -11.0104548936
90 0 -29.0231249808
91 0 -1.00461944194
92 0 -11.9487576949
93 0 -6.45560898652
94 0 2.36161523484
95 0 -5.93636665258
96 0 -10.8012446898
97 0 -8.63946671914
98 0 -7.80187833914
99 0 -6.47068769344
100 0 -18.7175001211
101 0 -9.68539620433
102 0 -0.486781066512
103 0 -26.9311159714
104 0 -15.1373938573
105 0 -14.0071549886
106 0 -16.6156028629
107 0 -17.6268066197
108 0 0.639545548298
109 0 -11.0297329028
110 0 -9.05903942329
111 0 -7.3206987483
112 0 -25.0982330571
113 0 -7.201917383
114 0 -6.61360846505
115 0 -14.0084159414
116 0 -9.40053298231
117 0 -26.5585363888
118 0 -12.0769236873
119 0 -23.5069005773
120 0 -7.92233460781
121 0 -14.9152877057
122 0 -21.4100869926
123 0 -11.5149791855
124 0 -11.9725549284
125 0 -9.72217157768
126 0 -17.8068569138
127 0 -17.1234620804
128 0 -17.5725782924
129 0 -34.5959989379
130 0 -14.7076338105
131 0 -23.2827916311
132 0 -14.524592258
133 0 -3.19169113741
134 0 -2.9597553296
135 0 -14.5709786446
136 0 -13.848339072
137 0 -10.9396985875
138 0 -5.00954925907
139 0 -20.5692545195
140 0 -10.4542915638
141 0 -7.25413327085
142 0 -20.9098720281
143 0 -17.2391348935
144 0 -19.4544352885
