id sex pheno
0 0 8.37528181169
1 0 11.9648307845
2 0 13.807160871
3 0 11.1052646169
4 0 12.6884528636
5 0 10.9982383818
6 0 10.7794678643
7 0 15.2301661366
8 0 8.63234838258
9 0 7.24934628698
10 0 11.972109516
11 0 14.2412474004
12 0 1.76893877647
13 0 15.936511985
14 0 6.23410491164
15 0 8.71613114428
16 0 13.5716164536
17 0 14.4813312642
18 0 2.76036391519
19 0 7.27611686374
20 0 12.6169751436
21 0 13.9192302877
22 0 13.9804554874
23 0 14.2082174711
24 0 2.91192259462
25 0 7.05775663422
26 0 13.5052004534
27 0 8.01861223972
28 0 15.3745974136
29 0 14.3282199957
30 0 13.0801576456
31 0 12.9418653925
32 0 14.5104958447
33 0 13.644750876
34 0 9.48700679596
35 0 9.14076892832
36 0 17.5122538625
37 0 11.5928608554
38 0 6.00158596696
39 0 13.3180810895
40 0 15.4450387187
41 0 12.9533115906
42 0 11.1344243611
43 0 9.08057348754
44 0 12.313372196
45 0 12.8951854941
46 0 8.91807604892
47 0 16.6010403909
48 0 9.65809711455
49 0 15.2014174986
50 0 15.4333062195
51 0 14.4337461357
52 0 9.9390703253
53 0 5.68566940921
54 0 12.9658539694
55 0 12.2535748908
56 0 14.1778890091
57 0 12.6309279984
58 0 10.6849960917
59 0 10.5662083583
60 0 15.5669722686
61 0 9.35543731786
62 0 12.2447118963
63 0 14.2964626126
64 0 13.9320621478
65 0 12.2783617522
66 0 10.0394997048
67 0 15.8125995977
68 0 15.9030261507
69 0 13.7278612009
70 0 10.291390026
71 0 11.6256294117
72 0 12.4731162226
73 0 16.9426463403
74 0 13.5781593171
75 0 12.5017066135
76 0 8.52848997673
77 0 16.9095409374
78 0 9.75040419472
79 0 7.78398119411
80 0 6.95618623054
81 0 14.6498151854
82 0 13.4253050605
83 0 10.3093166817
84 0 14.3757312568
85 0 12.6355186898
86 0 12.3789204958
87 0 7.79057338175
88 0 9.87183774665
89 0 12.9159895381
90 0 17.0873184028
91 0 11.1150852942
92 0 15.0042178792
93 0 14.7414110397
94 0 14.884842947
95 0 8.31240906383
96 0 13.4475072185
97 0 10.5686909294
98 0 16.2023291712
99 0 10.4039545719
100 0 13.8681075867
101 0 9.6032590919
102 0 8.12756453806
103 0 9.57293099882
104 0 6.47565354686
105 0 15.5151112509
106 0 15.1095845853
107 0 9.13422600206
108 0 8.04202555973
109 0 13.2203307219
110 0 9.67447491529
111 0 15.2490651271
112 0 15.7127719484
113 0 10.3741821023
114 0 11.1342537556
115 0 12.1629288367
116 0 13.0548958626
117 0 9.65524637229
118 0 10.2194945911
119 0 15.7166810369
120 0 12.765700014
121 0 13.7854475746
122 0 6.88335914783
123 0 16.2399424827
124 0 6.50276834886
125 0 15.7486284462
126 0 17.3420348152
127 0 11.7277037788
128 0 13.928586099
129 0 10.2893702728
130 0 9.32832095675
131 0 8.5837688166
132 0 16.2076868949
133 0 13.2627048359
134 0 14.6002508762
135 0 11.9780784237
136 0 14.790475047
137 0 6.69789954259
138 0 12.2043644086
139 0 14.0076823588
140 0 13.1610260914
141 0 14.6625337263
142 0 5.25843100491
143 0 13.7110164148
144 0 7.25000650596
145 0 11.7710551505
146 0 14.3020766372
147 0 5.43791169058
148 0 14.5490403986
149 0 15.6720955675
150 0 6.98836008044
151 0 14.3562026049
152 0 6.89611511449
153 0 14.5840315785
154 0 11.9763392309
155 0 8.62265559166
156 0 5.39236025579
157 0 12.6129756317
158 0 14.5228333693
159 0 14.9782030185
160 0 12.3696292612
161 0 9.452306516
162 0 6.45494020092
163 0 13.9145234814
164 0 12.8611547104
165 0 13.9698951415
166 0 12.9593355907
167 0 14.4300162642
168 0 10.3667551716
169 0 10.4778499347
170 0 12.8025353194
171 0 14.0442295832
172 0 15.7028815459
173 0 15.5838690062
174 0 9.97130709448
175 0 16.0203166165
176 0 10.2883000486
177 0 14.1611171396
178 0 9.40746218441
179 0 15.1314797069
180 0 13.287500657
181 0 15.3911428253
182 0 12.1006879302
183 0 15.6024950277
184 0 13.6580087486
