id sex pheno
0 0 -0.476353839435
1 0 0.838978602169
2 0 -1.832197379
3 0 -0.590660019667
4 0 0.184742304147
5 0 -1.42527791709
6 0 -0.468281368992
7 0 0.643522324852
8 0 -0.450570221076
9 0 -0.420591993847
10 0 -0.655566356488
11 0 0.0728305300259
12 0 -1.37903131035
13 0 2.31992439455
14 0 -0.106267414672
15 0 1.83378339443
16 0 0.281145441944
17 0 -0.146481818425
18 0 0.147719601342
19 0 -1.0689737229
20 0 -0.507283962532
21 0 0.100450936987
22 0 0.815283781603
23 0 0.456115318441
24 0 0.0247821242758
25 0 0.0199648544515
26 0 -0.647984076167
27 0 0.435542449313
28 0 -0.364592943048
29 0 -0.407721969118
30 0 0.0546624400856
31 0 -1.7503188801
32 0 -0.817362975519
33 0 -0.680978339422
34 0 0.964330779404
35 0 0.41035185647
36 0 0.313842891599
37 0 0.406378041357
38 0 0.986672020237
39 0 -0.339960145044
40 0 -1.05639434498
41 0 -1.28888835218
42 0 -0.264457872317
43 0 0.399435061186
44 0 0.560892227444
45 0 0.289002200429
46 0 -0.840713867899
47 0 -2.17147723644
48 0 0.702053080258
49 0 1.18111842983
50 0 -2.05211516511
51 0 2.15380688589
52 0 -0.240781545959
53 0 2.13599250691
54 0 -2.58775929997
55 0 0.516284535467
56 0 0.395720028929
57 0 -0.190956268943
58 0 1.40581199702
59 0 -0.557386600531
60 0 0.516981135687
61 0 0.695671826781
62 0 -0.915473595684
63 0 -0.955927629545
64 0 3.4667913156
65 0 1.03697237709
66 0 1.14969627864
67 0 0.260870133674
68 0 0.445842881652
69 0 1.11091760623
70 0 1.12940459862
71 0 -0.0656235704033
72 0 -1.86553297155
73 0 -0.670631186862
74 0 -0.698355863447
75 0 -0.158587371421
76 0 1.31524407337
77 0 1.88021442993
78 0 -0.357197667042
79 0 0.473808970104
80 0 0.435507578945
81 0 0.527691762553
82 0 -0.507481384446
83 0 -1.33087227108
84 0 0.245673142561
85 0 -0.526569643852
86 0 -0.0109303259529
87 0 0.319231259141
88 0 0.0305581623554
89 0 1.716978608
90 0 0.000119464653455
91 0 0.00819951588079
92 0 0.0186886895934
93 0 0.070024319208
94 0 -0.954115726196
95 0 -0.412022794466
96 0 -1.02193211436
97 0 -0.457256392089
98 0 -0.2785805371
99 0 2.05187434122
100 0 0.758481755263
101 0 0.987799009996
102 0 0.751488833748
103 0 -0.822466026348
104 0 0.622926549161
105 0 -1.24283234639
106 0 0.548826748717
107 0 -0.532411233493
108 0 2.0455612377
109 0 0.335502938035
110 0 -0.47359202009
111 0 -0.0544287411046
112 0 1.70068345448
113 0 1.14325648379
114 0 0.816980134457
115 0 -1.73139972533
116 0 -0.541478740378
117 0 0.800892952305
118 0 0.942414718549
119 0 0.162572446284
120 0 0.595274419755
121 0 -2.50378835964
122 0 0.709294432473
123 0 0.295000111287
124 0 0.0228007481847
125 0 0.694363131813
126 0 -0.819639283928
127 0 -0.442525104888
128 0 -0.485496264596
129 0 0.232542071945
130 0 0.617403682432
131 0 -0.210506192242
132 0 -2.76052834851
133 0 -0.666914300686
134 0 0.773932083757
135 0 0.741890872761
136 0 1.09379845017
137 0 -1.42103672136
138 0 -0.924453291405
139 0 0.00425670637986
140 0 0.645514327922
141 0 0.77101443448
142 0 -0.177299414774
143 0 -1.44355272944
144 0 -0.73715273682
145 0 -0.418680700138
146 0 -0.608678993535
147 0 1.63010348319
148 0 -0.124734955308
149 0 0.640776975512
150 0 -1.63967010421
151 0 1.25784641362
152 0 0.140379300547
153 0 -0.611497422939
154 0 0.251443119246
155 0 -0.261405247238
156 0 -0.458554317608
157 0 2.40983704734
158 0 -1.24733125349
159 0 -0.319485871544
160 0 1.4408323126
161 0 1.01167422648
162 0 -0.687574401337
163 0 -1.65216080868
164 0 -0.188161231098
165 0 1.18117559809
166 0 0.76040614063
167 0 0.595677135423
168 0 0.0979747274403
169 0 -0.610613280644
170 0 1.26284494164
171 0 -0.594177976958
172 0 -0.331900657561
173 0 0.528942776019
174 0 0.0126295976865
175 0 1.85669330036
176 0 -0.343055825044
177 0 -1.26348051559
178 0 -1.41159241742
179 0 -2.0155491912
180 0 -1.33510078472
181 0 -0.812982853345
182 0 -0.142821512561
183 0 -0.29494863067
184 0 0.458360369961
185 0 1.41203395357
186 0 0.603012105755
187 0 1.19061080447
188 0 0.373931297179
189 0 -0.42011276171
190 0 1.11128735887
191 0 -0.452965027028
192 0 -0.862778470287
193 0 0.2555138764
194 0 0.257593755381
195 0 0.170386640021
196 0 -1.2572628561
197 0 -0.242638107818
198 0 -1.39405424288
199 0 0.648854187595
200 0 0.862027858134
